# Copyright (c) 1993-2009 Microsoft Corp.
#
# This is a sample HOSTS file used by Microsoft TCP/IP for Windows.
#
# This file contains the mappings of IP addresses to host names. Each
# entry should be kept on an individual line. The IP address should
# be placed in the first column followed by the corresponding host name.
# The IP address and the host name should be separated by at least one
# space.
#
# Additionally, comments (such as these) may be inserted on individual
# lines or following the machine name denoted by a '#' symbol.
#
# For example:
#
#      102.54.94.97     rhino.acme.com          # source server
#       38.25.63.10     x.acme.com              # x client host

# localhost name resolution is handled within DNS itself.
#	127.0.0.1       localhost
#	::1             localhost



#lista1

:: cds20450.lcy.llnw.net
:: cds20452.lcy.llnw.net
:: cds20457.lcy.llnw.net
:: cds20461.lcy.llnw.net
:: cds20469.lcy.llnw.net
:: cds20475.lcy.llnw.net
:: cds20482.lcy.llnw.net
:: cds20485.lcy.llnw.net
:: cds20495.lcy.llnw.net
:: cds21205.lon.llnw.net
:: cds21207.lon.llnw.net
:: cds21225.lon.llnw.net
:: cds21229.lon.llnw.net
:: cds21233.lon.llnw.net
:: cds21238.lon.llnw.net
:: cds21244.lon.llnw.net
:: cds21249.lon.llnw.net
:: cds21256.lon.llnw.net
:: cds21257.lon.llnw.net
:: cds21258.lon.llnw.net
:: cds21261.lon.llnw.net
:: cds21267.lon.llnw.net
:: cds21278.lon.llnw.net
:: cds21281.lon.llnw.net
:: cds21293.lon.llnw.net
:: cds21309.lon.llnw.net
:: cds21313.lon.llnw.net
:: cds21321.lon.llnw.net
:: cds299.lcy.llnw.net
:: cds308.lcy.llnw.net
:: cds30027.stn.llnw.net
:: cds310.lcy.llnw.net
:: cds38.ory.llnw.net
:: cds54.ory.llnw.net
:: cds405.lcy.llnw.net
:: cds406.lcy.llnw.net
:: cds407.fra.llnw.net
:: cds416.lcy.llnw.net
:: cds421.lcy.llnw.net
:: cds422.lcy.llnw.net
:: cds425.lcy.llnw.net
:: cds426.lcy.llnw.net
:: cds447.lcy.llnw.net
:: cds458.lcy.llnw.net
:: cds459.lcy.llnw.net
:: cds461.lcy.llnw.net
:: cds468.lcy.llnw.net
:: cds469.lcy.llnw.net
:: cds471.lcy.llnw.net
:: cds483.lcy.llnw.net
:: cds484.lcy.llnw.net
:: cds489.lcy.llnw.net
:: cds493.lcy.llnw.net
:: cds494.lcy.llnw.net
:: cds812.lon.llnw.net
:: cds815.lon.llnw.net
:: cds818.lon.llnw.net
:: cds832.lon.llnw.net
:: cds836.lon.llnw.net
:: cds840.lon.llnw.net
:: cds843.lon.llnw.net
:: cds857.lon.llnw.net
:: cds868.lon.llnw.net
:: cds869.lon.llnw.net
:: ch1-cor001.api.p001.1drv.com
:: ch1-cor002.api.p001.1drv.com
:: ch3301-c.1drv.com
:: ch3301-e.1drv.com
:: ch3301-g.1drv.com
:: ch3302-c.1drv.com
:: ch3302-e.1drv.com
:: compatexchange1.trafficmanager.net
:: continuum.dds.microsoft.com
:: corp.sts.microsoft.com
:: corpext.msitadfs.glbdns2.microsoft.com
:: cs1.wpc.v0cdn.net
:: cy2.vortex.data.microsoft.com.akadns.net
:: db5.settings.data.microsoft.com.akadns.net
:: db5.settings-win.data.microsoft.com.akadns.net
:: db5.vortex.data.microsoft.com.akadns.net
:: db5-eap.settings-win.data.microsoft.com.akadns.net
:: df.telemetry.microsoft.com
:: diagnostics.support.microsoft.com
:: ec.atdmt.com
:: eu.vortex.data.microsoft.com
:: eu.vortex-win.data.microsoft.com
:: eu-v10.events.data.microsoft.com
:: eu-v20.events.data.microsoft.com
:: events.data.microsoft.com
:: flex.msn.com
:: g.msn.com
:: geo.settings.data.microsoft.com.akadns.net
:: geo.settings-win.data.microsoft.com.akadns.net
:: geo.vortex.data.microsoft.com.akadns.net
:: h1.msn.com
:: h2.msn.com
:: hk2.settings.data.microsoft.com.akadns.net
:: hk2.wns.windows.com
:: hk2sch130020721.wns.windows.com
:: hk2sch130020723.wns.windows.com
:: hk2sch130020726.wns.windows.com
:: hk2sch130020729.wns.windows.com
:: hk2sch130020732.wns.windows.com
:: hk2sch130020824.wns.windows.com
:: hk2sch130020843.wns.windows.com
:: hk2sch130020851.wns.windows.com
:: hk2sch130020854.wns.windows.com
:: hk2sch130020855.wns.windows.com
:: hk2sch130020924.wns.windows.com
:: hk2sch130020936.wns.windows.com
:: hk2sch130020940.wns.windows.com
:: hk2sch130020956.wns.windows.com
:: hk2sch130020958.wns.windows.com
:: hk2sch130020961.wns.windows.com
:: hk2sch130021017.wns.windows.com
:: hk2sch130021029.wns.windows.com
:: hk2sch130021035.wns.windows.com
:: hk2sch130021137.wns.windows.com
:: hk2sch130021142.wns.windows.com
:: hk2sch130021153.wns.windows.com
:: hk2sch130021217.wns.windows.com
:: hk2sch130021246.wns.windows.com
:: hk2sch130021249.wns.windows.com
:: hk2sch130021260.wns.windows.com
:: hk2sch130021264.wns.windows.com
:: hk2sch130021322.wns.windows.com
:: hk2sch130021323.wns.windows.com
:: hk2sch130021329.wns.windows.com
:: hk2sch130021334.wns.windows.com
:: hk2sch130021360.wns.windows.com
:: hk2sch130021432.wns.windows.com
:: hk2sch130021433.wns.windows.com
:: hk2sch130021435.wns.windows.com
:: hk2sch130021437.wns.windows.com
:: hk2sch130021440.wns.windows.com
:: hk2sch130021450.wns.windows.com
:: hk2sch130021518.wns.windows.com
:: hk2sch130021523.wns.windows.com
:: hk2sch130021526.wns.windows.com
:: hk2sch130021527.wns.windows.com
:: hk2sch130021544.wns.windows.com
:: hk2sch130021554.wns.windows.com
:: hk2sch130021618.wns.windows.com
:: hk2sch130021634.wns.windows.com
:: hk2sch130021638.wns.windows.com
:: hk2sch130021646.wns.windows.com
:: hk2sch130021652.wns.windows.com
:: hk2sch130021654.wns.windows.com
:: hk2sch130021657.wns.windows.com
:: hk2sch130021723.wns.windows.com
:: hk2sch130021726.wns.windows.com
:: hk2sch130021727.wns.windows.com
:: hk2sch130021730.wns.windows.com
:: hk2sch130021731.wns.windows.com
:: hk2sch130021754.wns.windows.com
:: hk2sch130021829.wns.windows.com
:: hk2sch130021830.wns.windows.com
:: hk2sch130021833.wns.windows.com
:: hk2sch130021840.wns.windows.com
:: hk2sch130021842.wns.windows.com
:: hk2sch130021851.wns.windows.com
:: hk2sch130021852.wns.windows.com
:: hk2sch130021927.wns.windows.com
:: hk2sch130021928.wns.windows.com
:: hk2sch130021929.wns.windows.com
:: hk2sch130021958.wns.windows.com
:: hk2sch130022035.wns.windows.com
:: hk2sch130022041.wns.windows.com
:: hk2sch130022049.wns.windows.com
:: hk2sch130022135.wns.windows.com
:: hk2wns1.wns.windows.com
:: hk2wns1b.wns.windows.com
:: i-bl6p-cor001.api.p001.1drv.com
:: i-bl6p-cor002.api.p001.1drv.com
:: i-bn3p-cor001.api.p001.1drv.com
:: i-by3p-cor001.api.p001.1drv.com
:: i-by3p-cor002.api.p001.1drv.com
:: i-ch1-cor001.api.p001.1drv.com
:: i-ch1-cor002.api.p001.1drv.com
:: i-sn2-cor001.api.p001.1drv.com
:: i-sn2-cor002.api.p001.1drv.com
:: i-sn3p-cor001.api.p001.1drv.com
:: ieonlinews.microsoft.com
:: ieonlinews.trafficmanager.net
:: lb1.www.ms.akadns.net
:: live.rads.msn.com
:: m.adnxs.com
:: mobile.events.data.microsoft.com
:: mobile.pipe.aria.microsoft.com
:: modern.watson.data.microsoft.com.akadns.net
:: msedge.net
:: msntest.serving-sys.com
:: nexus.officeapps.live.com
:: nexusrules.officeapps.live.com
:: oca.telemetry.microsoft.com
:: onecollector.cloudapp.aria.akadns.net
:: pre.footprintpredict.com
:: preview.msn.com
:: rad.live.com
:: rad.msn.com
:: redir.metaservices.microsoft.com
:: reports.wes.df.telemetry.microsoft.com
:: schemas.microsoft.akadns.net
:: secure.adnxs.com
:: secure.flashtalking.com
:: self.events.data.microsoft.com
:: services.wes.df.telemetry.microsoft.com
:: settings-sandbox.data.microsoft.com
:: settings-win-ppe.data.microsoft.com
:: settings.data.glbdns2.microsoft.com
:: sg2p.wns.windows.com
:: sn3301-c.1drv.com
:: sn3301-e.1drv.com
:: sn3301-g.1drv.com
:: spynet2.microsoft.com
:: spynetalt.microsoft.com
:: spyneteurope.microsoft.akadns.net
:: sqm.df.telemetry.microsoft.com
:: sqm.telemetry.microsoft.com
:: sqm.telemetry.microsoft.com.nsatc.net
:: ssw.live.com
:: survey.watson.microsoft.com
:: tele.trafficmanager.net
:: telecommand.telemetry.microsoft.com
:: telemetry.appex.bing.net
:: telemetry.microsoft.com
:: telemetry.remoteapp.windowsazure.com
:: telemetry.urs.microsoft.com
:: teredo.ipv6.microsoft.com
:: test.activity.windows.com
:: umwatsonc.events.data.microsoft.com
:: us-v10.events.data.microsoft.com
:: us-v20.events.data.microsoft.com
:: us.vortex-win.data.microsoft.com
:: v10.events.data.microsoft.com
:: v10c.events.data.microsoft.com
:: v20.events.data.microsoft.com
:: v10.vortex-win.data.microsoft.com
:: v10-win.vortex.data.microsoft.com.akadns.net
:: v20.vortex-win.data.microsoft.com
:: view.atdmt.com
:: vortex-sandbox.data.microsoft.com
:: vortex-win.data.microsoft.com
:: vortex-win-sandbox.data.microsoft.com
:: vortex.data.glbdns2.microsoft.com
:: vortex.data.microsoft.com
:: watson.live.com
:: watson.microsoft.com
:: watson.ppe.telemetry.microsoft.com
:: watson.telemetry.microsoft.com
:: web.vortex.data.microsoft.com
:: wes.df.telemetry.microsoft.com
:: win10.ipv6.microsoft.com
:: win1710.ipv6.microsoft.com
:: win8.ipv6.microsoft.com
:: www.msedge.net



#lista4

:: a-0001.a-msedge.net
:: a-0001.dc-msedge.net
:: a-0002.a-msedge.net
:: a-0003.a-msedge.net
:: a-0003.dc-msedge.net
:: a-0004.a-msedge.net
:: a-0005.a-msedge.net
:: a-0006.a-msedge.net
:: a-0007.a-msedge.net
:: a-0008.a-msedge.net
:: a-0009.a-msedge.net
:: a-0010.a-msedge.net
:: a-0011.a-msedge.net
:: a-0012.a-msedge.net
:: a-msedge.net
:: am3pap002.storage.live.com
:: answers.microsoft.com
:: api.bing.com
:: api.onedrive.com
:: appex-rf.msn.com
:: arc.msn.com
:: arc.msn.com.nsatc.net
:: ars.smartscreen.microsoft.com
:: auth.gfx.ms
:: az361816.vo.msecnd.net
:: az512334.vo.msecnd.net
:: bingforbusiness.com
:: blob.weather.microsoft.com
:: c-0001.dc-msedge.net
:: c1.microsoft.com
:: candycrushsoda.king.com
:: cdn.content.prod.cms.msn.com
:: cdn.onenote.net
:: checkappexec.microsoft.com
:: choice.microsoft.com
:: choice.microsoft.com.nsatc.net
:: client-office365-tas.msedge.net
:: client-s.gateway.messenger.live.com
:: clientconfig.passport.net
:: co2.sls.microsoft.com

:: config.teams.microsoft.com
:: crl.microsoft.com
:: cy2.settings.data.microsoft.com.akadns.net
:: dev.virtualearth.net
:: device.auth.xboxlive.com
:: dmd.metaservices.microsoft.com
:: dmd.metaservices.microsoft.com.akadns.net
:: dns.msftncsi.com
:: ecn.dev.virtualearth.net
:: europe.smartscreen-prod.microsoft.com
:: evoke-windowsservices-tas.msedge.net
:: feedback.microsoft-hohm.com
:: feedback.search.microsoft.com
:: feedback.windows.com
:: finance.services.appex.bing.com
:: foodanddrink.tile.appex.bing.com
:: fr-fr.appex-rf.msn.com
:: fs.microsoft.com
:: g.bing.com
:: g.live.com
:: global.sam.msn.com
:: i1.services.social.microsoft.com
:: iecvlist.microsoft.com
:: img.stb.s-msn.com
:: img-prod-cms-rt-microsoft-com.akamaized.net
:: img-s-msn-com.akamaized.net
:: inference.location.live.net
:: licensing.mp.microsoft.com
:: location-inference-westus.cloudapp.net
:: login.microsoftonline.com
:: login.msa.akadns6.net
:: logincdn.msauth.net
:: manage.devcenter.microsoft.com
:: mrodevicemgr.officeapps.live.com
:: maps.windows.com
:: m.hotmail.com
:: mediaredirect.microsoft.com
:: msagfx.live.com
:: msftncsi.com
:: nav.smartscreen.microsoft.com
:: next-services.apps.microsoft.com
:: ocos-office365-s2s.msedge.net
:: officecdn.microsoft.com
:: officecdn.microsoft.com.edgesuite.net
:: officeclient.microsoft.com
:: oneclient.sfx.ms
:: optanon.blob.core.windows.net
:: otf.msn.com
:: outlook.office365.com
:: pti.store.microsoft.com
:: purchase.mp.microsoft.com
:: query.prod.cms.rt.microsoft.com
:: r20swj13mr.microsoft.com
:: register.cdpcs.microsoft.com
:: ris.api.iris.microsoft.com
:: s.gateway.messenger.live.com
:: s0.2mdn.net
:: search.msn.com
:: service.weather.microsoft.com
:: settings.data.microsoft.com
:: settings-ssl.xboxlive.com
:: settings-win.data.microsoft.com
:: sfdataservice.microsoft.com
:: share.microsoft.com
:: static.2mdn.net
:: storage.live.com
:: store-images.microsoft.com
:: store-images.s-microsoft.com
:: storecatalogrevocation.storequality.microsoft.com
:: storeedgefd.dsx.mp.microsoft.com
:: support.microsoft.com
:: t0.ssl.ak.dynamic.tiles.virtualearth.net
:: t0.ssl.ak.tiles.virtualearth.net
:: t.urs.microsoft.com
:: tile-service.weather.microsoft.com
:: tk2.plt.msn.com
:: uhf.microsoft.com
:: urs.microsoft.com
:: urs.smartscreen.microsoft.com
:: validation.sls.microsoft.com
:: validation-v2.sls.microsoft.com
:: version.hybrid.api.here.com
:: w.apprep.smartscreen.microsoft.com
:: wallet.microsoft.com
:: wdcp.microsoft.com
:: wdcpalt.microsoft.com
:: win10-trt.msedge.net
:: wscont.apps.microsoft.com
:: wscont.apps.microsoft.com.edgesuite.net
:: wscont2.apps.microsoft.com
:: wscont1.apps.microsoft.com
:: www.msftconnecttest.com
:: www.msftncsi.com
:: www.windowssearch.com
pop3.norton.antivirus
pop3.spa.norton.antivirus
 detectportal.firefox.com
 www.gstatic.com
 blocklists-settings.prod.mozaws.net
 www.bing.com
 watson.telemetry.microsoft.com
 settings-win.data.microsoft.com
 client.wns.windows.com
 msedge.api.cdp.microsoft.com
 v10.events.data.microsoft.com
 v20.events.data.microsoft.com
 googleads.g.doubleclick.net
 www.googleadservices.com
 ssl.google-analytics.com
 pagead2.googlesyndication.com
 securepubads.g.doubleclick.net
 www.googletagmanager.com
 clients1.google.com
 incoming.telemetry.mozilla.org
 tsfe.trafficshaping.dsp.mp.microsoft.com
 contributor.google.com
 footprints-pa.googleapis.com
 history.google.com
 vortex.data.microsoft.com
 vortex-win.data.microsoft.com
 telecommand.telemetry.microsoft.com
 telecommand.telemetry.microsoft.com.nsatc.net
 oca.telemetry.microsoft.com
 oca.telemetry.microsoft.com.nsatc.net
 sqm.telemetry.microsoft.com
 sqm.telemetry.microsoft.com.nsatc.net
 watson.telemetry.microsoft.com
 watson.telemetry.microsoft.com.nsatc.net
 redir.metaservices.microsoft.com
 choice.microsoft.com
 choice.microsoft.com.nsatc.net
 df.telemetry.microsoft.com
 reports.wes.df.telemetry.microsoft.com
 wes.df.telemetry.microsoft.com
 services.wes.df.telemetry.microsoft.com
 sqm.df.telemetry.microsoft.com
 telemetry.microsoft.com
 watson.ppe.telemetry.microsoft.com
 telemetry.appex.bing.net
 telemetry.urs.microsoft.com
 settings-sandbox.data.microsoft.com
 vortex-sandbox.data.microsoft.com
 survey.watson.microsoft.com
 watson.live.com
 watson.microsoft.com
 statsfe2.ws.microsoft.com
 corpext.msitadfs.glbdns2.microsoft.com
 compatexchange.cloudapp.net
 cs1.wpc.v0cdn.net
 a-0001.a-msedge.net
 statsfe2.update.microsoft.com.akadns.net
 sls.update.microsoft.com.akadns.net
 fe2.update.microsoft.com.akadns.net
 diagnostics.support.microsoft.com
 corp.sts.microsoft.com
 statsfe1.ws.microsoft.com
 pre.footprintpredict.com
 i1.services.social.microsoft.com
 i1.services.social.microsoft.com.nsatc.net
 feedback.windows.com
 feedback.microsoft-hohm.com
 feedback.search.microsoft.com
 rad.msn.com preview.msn.com
 ad.doubleclick.net
 ads.msn.com
 ads1.msads.net
 ads1.msn.com
 a.ads1.msn.com
 a.ads2.msn.com
 adnexus.net
 adnxs.com
 az361816.vo.msecnd.net
 az512334.vo.msecnd.net
 pornhub.com
 pornhub.net
 https://www.pornhub.com
 petardashd.com
 petardas.com
 wwww.redtube.com
 https://www.redtube.com
 xhamster.desi
 xhamster.com
 www.xvideos.com
 www.porn.sex
 www.sex.com
 sexvideow.com
 sexvids.net
 www.youporn.com
 www.worldsex.com
 www.tube8.com
 4porn.com
 www.madsextube.com
 sexhound.com
 www.sexoasis.com
 www.xxx-porn.biz
 coinhive.com
 www.coinhive.com
 authedmine.com
 www.authedmine.com
 clicktale.net
 www.clicktale.net
 conductor.clicktale.net
 www.conductor.clicktale.net
 ing-district.clicktale.net
 www.ing-district.clicktale.net
 cdnssl.clicktale.net
 www.cdnssl.clicktale.net
 cdn.clicktale.net
 www.cdn.clicktale.net
 static.hotjar.com
 www.static.hotjar.com
 script.hotjar.com
 www.script.hotjar.com
 mc.yandex.ru
 www.mc.yandex.ru
 cdn.decibelinsight.net
 www.cdn.decibelinsight.net
 ws.sessioncam.com
 www.ws.sessioncam.com
 d2oh4tlt9mrke9.cloudfront.net
 www.d2oh4tlt9mrke9.cloudfront.net
 api.iperceptions.com
 www.api.iperceptions.com
 bskyb.demdex.net
 www.bskyb.demdex.net
 dpm.demdex.net
 www.dpm.demdex.net
 col.eum-appdynamics.com
 www.col.eum-appdynamics.com
 cdn.mouseflow.com
 www.cdn.mouseflow.com
 cdn.inspectlet.com
 www.cdn.inspectlet.com
 hn.inspectlet.com
 www.hn.inspectlet.com
 wu-app.quantummetric.com
 www.wu-app.quantummetric.com
 cdn.quantummetric.com
 www.cdn.quantummetric.com
 neimans-app.quantummetric.com
 www.neimans-app.quantummetric.com
 frontier-app.quantummetric.com
 www.frontier-app.quantummetric.com
 d10lpsik1i8c69.cloudfront.net
 www.d10lpsik1i8c69.cloudfront.net
 rs.fullstory.com
 www.rs.fullstory.com
 bizographics.com
 www.bizographics.com
 rec.smartlook.com
 www.rec.smartlook.com
 sb.scorecardresearch.com
 www.sb.scorecardresearch.com
 cdn.userreplay.net
 www.cdn.userreplay.net
 onaudience.com
 www.onaudience.com
 pixel.onaudience.com
 www.pixel.onaudience.com
 investigate.umbrella.com
 cookielaw.org
 cdn.cookielaw.org
 www.cookielaw.org
idiagnostics.apple.com.akadns.net
metrics.icloud.com
captive.apple.com
me.apple-dns.net
weather-analytics-events.apple.com
lcdn-locator.apple.com
contacts.fe.apple-dns.net
pancake.apple.com
weather-analytics-events.news.apple-dns.net
caldav.fe.apple-dns.net
idiagnostics.apple.com
health.apple.com
iphonesubmissions.apple.com 
doh.dns.apple.com
doh.dns.apple.com.v.aaplimg.com 
uklon5-doh-002.aaplimg.com
lcdn-locator-usuqo.apple.com.akadns.net 
lcdn-locator.apple.com           
identity.ess-apple.com.akadns.net  
identity.ess.apple.com
consent.youtube.com
consent.google.com
moonshotcve.com
jigsaw.google.com
jigsaw.google.es
maldita.es
newtral.es
aura.telefonica.com
reports.crashlytics.com
device-metrics-us.amazon.com
device-metrics-es.amazon.es	
firebase-settings.crashlytics.com
ipv6.msftconnecttest.com
ipv4.msftconnecttest.com
www.lib.openmetaverse.co
lib.openmetaverse.co
www.wayra.com
wayra.com
azure.microsoft.com
incoming.telemetry.mozilla.org
www.privacyshield.gov
privacyshield.gov
cerdas.com
www.cerdas.com
pt.pornhub.com
es.pornhub.com
putalocura.com
www.putalocura.com

mc.yandex.ru
counter.yadro.ru
cdnes.rt.com
cdnv.rt.com
cdni.rt.com
es.wpc.rt.com
us.wpc.rt.com
fr.wpc.rt.com
it.wpc.rt.com
br.wpc.rt.com
ru.wpc.rt.com
yandex.ru
mail.ru
yadro.ru
detectportal.firefox.com
fticonsulting.com
www.fticonsulting.com
www.safegraph.com
safegraph.com
www.wivai.com
wivai.com
https://www.wivai.com
telegram.t2bot.io
status.t2bot.io
t2bot.io
https://t2bot.io
baidu.com
www.baidu.com
https://www.trustpid.com/
www.trustpid.com
trustpid.com
https://usefathom.com
usefathom.com
app.usefathom.com
synchron.com
neuralink.com
